word,meaning,part_of_speech,examples,meaning_vi,phonetic,count
seventy,"
+) the cardinal number that is the product of ten and seven","n, s","
+) ","+) bay mươi
+) số bảy mươi
+) (số nhiều) (the seventies) những năm bảy mươi (từ 70 đến 70 của (thế kỷ)); những năm tuổi thọ trên 70 (từ 70 đến 79)",seventy,0.0
practice,"
+) a customary way of operation or behavior","n, v","
+) it is their practice to give annual raises
+) they changed their dietary pattern
+) practice makes perfect","+) thực hành, thực tiễn
+) thói quen, lệ thường
+) sự rèn luyện, sự luyện tập",practice,0.0
practise,"
+) engage in a rehearsal (of)",v,"
+) practice law
+) We drilled French verbs every day
+) Pianists practice scales","+) thực hành, đem thực hành
+) làm, hành (nghề...)
+) tập, tập luyện, rèn luyện",rehearse,0.0
prefer,"
+) like better; value more highly",v,"
+) Some people prefer camping to staying in hotels
+) We prefer sleeping outside
+) I always choose the fish over the meat courses in this restaurant","+) thích hơn, ưa hơn
+) đề bạt, thăng cấp (ai vào một chức vị nào)
+) đưa ra, trình",prefer,0.0
sheep,"
+) woolly usually horned ruminant mammal related to the goat",n,"
+) his students followed him like sheep","+) con cừu
+) ((thường) số nhiều &amp;amp; mỉa) con chiên
+) da cừu",sheep,0.0
shoe,"
+) footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material","n, v","
+) the children were well shoed","+) giày
+) sắt bị móng (ngựa...)
+) miếng bịt (miếng sắt bị chân bàn, ghế)",shoe,0.0
product,"
+) commodities offered for sale",n,"
+) good business depends on having good merchandise
+) that store offers a variety of products
+) they improve their product every year","+) sản vật, sản phẩm, vật phẩm
+) kết quả
+) (toán học) tích",merchandise,0.0
pretty,"
+) pleasing by delicacy or grace; not imposing","s, r","
+) pretty girl
+) pretty song
+) pretty room","+) xinh, xinh xinh, xinh xắn, xinh đẹp
+) hay hay, thú vị, đẹp mắt
+) đẹp, hay, cừ, tốt...",pretty,0.0
shop,"
+) a mercantile establishment for the retail sale of goods or services","n, v","
+) he bought it at a shop on Cape Cod
+) I built a birdhouse in shop
+) She goes shopping every Friday","+) cửa hàng, cửa hiệu
+) phân xưởng
+) (từ lóng) cơ sở, trường sở nghề nghiệp, công việc làm ăn",shop,0.0
shopping,"
+) searching for or buying goods or services","n, v","
+) went shopping for a reliable plumber
+) does her shopping at the mall rather than down town
+) she loaded her shopping into the car","+) sự đi mua hàng
+) cửa hàng, cửa hiệu
+) phân xưởng",shopping,0.0
probably,"
+) with considerable certainty; without much doubt",r,"
+) He is probably out of the country
+) in all likelihood we are headed for war
+) he talked plausibly before the committee",+) hầu như chắc chắn,probably,0.0
short,"
+) the location on a baseball field where the shortstop is stationed","v, n, a, r, s","
+) a short life
+) a short flight
+) a short holiday","+) ngắn, cụt
+) lùn, thấp (người)
+) thiển cận, chỉ thấy việc trước mắt",short,0.0
problem,"
+) a state of difficulty that needs to be resolved",n,"
+) she and her husband are having problems
+) it is always a job to contact him
+) urban problems such as traffic congestion and smog","+) vấn đề
+) bài toán; điều khó hiểu
+) thế cờ (bày sẵn đề phá)",problem,0.0
pepper,"
+) climber having dark red berries (peppercorns) when fully ripe; southern India and Sri Lanka; naturalized in northern Burma and Assam","n, v","
+) pepper the soup
+) pelt the speaker with questions","+) hạt tiêu, hồ tiêu
+) (nghĩa bóng) điều chua cay
+) rắc tiêu vào, cho tiêu vào",pepper,0.0
passport,"
+) any authorization to pass or go somewhere",n,"
+) the pass to visit had a strict time limit
+) her pleasant personality is already a recommendation
+) his wealth was not a passport into the exclusive circles of society","+) hộ chiếu
+) (nghĩa bóng) cái đảm bảo để đạt được (cái gì)",pass,0.0
rain,"
+) water falling in drops from vapor condensed in the atmosphere","n, v","
+) a rain of bullets
+) a pelting of insults
+) If it rains much more, we can expect some flooding","+) mưa
+) (the rains) mùa mưa
+) (the Rains) (hàng hải) vùng mưa ở Đại tây dương (4 10 o độ vĩ bắc)",rain,0.0
hundred,"
+) ten 10s","n, s","
+) ","+) trăm
+) rất bận phải làm trăm công nghìn việc
+) trăm; hàng trăm",hundred,0.0
negative,"
+) a reply of denial","a, n, v, s","
+) he answered in the negative
+) The President vetoed the bill
+) a negative outlook on life","+) không; phủ định, phủ nhận, cự tuyệt, phản đối, từ chối; cấm đoán
+) (điện học),  (toán học); (nhiếp ảnh) âm
+) lời từ chối, lời cự tuyệt",negative,0.0
neighbour,"
+) a person who lives (or is located) near another","n, v","
+) Fort Worth is a neighbor of Dallas
+) what is the closest neighbor to the Earth?
+) the neighboring house","+) người hàng xóm, người láng giềng, người ở bên cạnh; vật ở cạnh
+) người đồng loại
+) ở gần, ở bên, ở cạnh",neighbor,0.0
horse,"
+) solid-hoofed herbivorous quadruped domesticated since prehistoric times","n, v","
+) 500 horse led the attack","+) ngựa
+) kỵ binh
+) (thể dục,thể thao) ngựa gỗ ((cũng) vaulting horse)",horse,0.0
ion,"
+) a particle that is electrically charged (positive or negative); an atom or molecule or group that has lost or gained one or more electrons",n,"
+) ","+) (vật lý) Ion
+) (vật lí) iôn",ion,0.0
never,"
+) not ever; at no time in the past or future",r,"
+) I have never been to China
+) I shall never forget this day
+) had never seen a circus","+) không bao giờ, không khi nào
+) không, đừng
+) (xem) better",never,0.0
hospital,"
+) a health facility where patients receive treatment",n,"
+) ","+) bệnh viện, nhà thương
+) tổ chức từ thiện, tổ chức cứu tế (chỉ dùng với danh từ riêng)
+) trường Crai-xơ Hốt-xpi-tơn (tên một trường ở Luân-ddôn)",hospital,0.0
new,"
+) not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered","a, s, r","
+) a new law
+) new cars
+) a new comet","+) mới, mới mẻ, mới lạ
+) khác hẳn
+) tân tiến, tân thời, hiện đại",new,0.0
hot,"
+) used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning","a, s","
+) hot stove
+) hot water
+) a hot August day","+) nóng, nóng bức
+) cay nồng, cay bỏng (ớt, tiêu...)
+) nồng nặc, còn ngửi thấy rõ (hơi thú săn)",hot,0.0
news,"
+) information about recent and important events",n,"
+) they awaited news of the outcome
+) the news of my death was greatly exaggerated
+) we watch the 7 o'clock news every night","+) tin, tin tức",news,0.0
hotel,"
+) a building where travelers can pay for lodging and meals and other services",n,"
+) ",+) khách sạn,hotel,0.0
newspaper,"
+) a daily or weekly publication on folded sheets; contains news and articles and advertisements",n,"
+) he read his newspaper at breakfast
+) Murdoch owns many newspapers
+) when it began to rain he covered his head with a newspaper",+) báo,newspaper,0.0
hour,"
+) a period of time equal to 1/24th of a day",n,"
+) the job will take more than an hour
+) the hour is getting late
+) it was their finest hour","+) giờ, tiếng (đồng hồ)
+) giờ phút, lúc
+) ((thường) số nhiều) giờ (làm việc gì theo quy định)",hour,0.0
nice,"
+) a city in southeastern France on the Mediterranean; the leading resort on the French Riviera","a, n, s","
+) what a nice fellow you are and we all thought you so nasty
+) nice manners
+) a nice dress","+) (thông tục) thú vị, dễ chịu; tốt, hấp dẫn
+) xinh đẹp
+) ngoan; tốt, tử tế, chu đáo",Nice,0.0
however,"
+) despite anything to the contrary (usually following a concession)",r,"
+) although I'm a little afraid, however I'd like to try it
+) while we disliked each other, nevertheless we agreed
+) he was a stern yet fair master","+) dù đến đâu, dù cách nào, dù cách gì
+) tuy nhiên, tuy thế, tuy vậy",however,0.0
night,"
+) the time after sunset and before sunrise while it is dark outside",n,"
+) I had a restless night
+) three nights later he collapsed
+) it vanished into the night","+) đêm, tối, cảnh tối tăm",night,0.0
homework,"
+) preparatory school work done outside school (especially at home)",n,"
+) ","+) bài làm ở nhà (cho học sinh)
+) công việc làm ở nhà",homework,0.0
near,"
+) move towards","a, r, v, s","
+) We were approaching our destination
+) They are drawing near
+) The enemy army came nearer and nearer","+) gần, cận
+) thân
+) giống, sát",approach,0.0
holiday,"
+) leisure time away from work devoted to rest or pleasure","n, v","
+) we get two weeks of vacation every summer
+) we took a short holiday in Puerto Rico
+) no mail is delivered on federal holidays","+) ngày lễ, ngày nghỉ
+) (số nhiều) kỳ nghỉ (hè, đông...)
+) (định ngữ) (thuộc) ngày lễ, (thuộc) ngày nghỉ",vacation,0.0
five,"
+) the cardinal number that is the sum of four and one","n, s","
+) ","+) năm
+) số năm
+) bộ năm",five,0.0
movie,"
+) a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement",n,"
+) they went to a movie every Saturday night
+) the film was shot on location","+) phim xi nê
+) rạp chiếu bóng
+) (số nhiều) ngành phim ảnh; nghệ thuật phim xi nê",movie,0.0
leg,"
+) a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle",n,"
+) he broke off one of the branches
+) then we embarked on the second stage of our Caribbean cruise","+) chân, cẳng (người, thú...)
+) chân (bàn ghế...)
+) ống (quần, giày...)",leg,0.0
much,"
+) a great amount or extent","a, n, r","
+) they did much for humanity
+) not much rain
+) much affection","+) nhiều, lắm
+) không địch nổi (người nào về sức mạnh)
+) nhiều, lắm",much,0.0
hey,,,,"+) ô!, ơ! (ngạc nhiên)
+) này! (vui vẻ, hỏi...)
+) lên đường đi (đâu...) nào!",,0.0
lesson,"
+) a unit of instruction",n,"
+) he took driving lessons
+) they decided to make an example of him
+) the moral of the story is to love thy neighbor","+) bài học
+) lời dạy bảo, lời khuyên
+) lời quở trách; sự trừng phạt, sự cảnh cáo",lesson,0.0
mum,"
+) of China","n, s","
+) mum's the word
+) the witness remained silent","+) lặng yên, lặng thinh
+) lặng yên, lặng thinh
+) ra ý, ra hiệu",florist's_chrysanthemum,0.0
let,"
+) a brutal terrorist group active in Kashmir; fights against India with the goal of restoring Islamic rule of India","n, v","
+) Lashkar-e-Toiba has committed mass murders of civilian Hindus
+) This permits the water to rush in
+) This sealed door won't allow the water come into the basement","+) (từ cổ,nghĩa cổ) sự ngăn cản, sự cản trở
+) (từ cổ,nghĩa cổ) ngăn cản, cản trở
+) để cho, cho phép",Lashkar-e-Taiba,0.0
